name;id;error;errorDescription;failures;hash;httpRequests;httpRequestsMax;httpRequestsMin;replication;results;resultsMax;resultsMin;time;timeMax;timeMin;timestamps;timestampsMax;timestampsMin
interactive-discover-4;3;false;;0;16a10be88d7ff874026ce66a4e993ecb;35;35;35;5;3;3;3;903.4;950;872;902.8 902.8 902.8;949 949 949;872 872 872
interactive-discover-4;4;false;;0;d0ef3bb68aa278a8f97f329adee97dd8;65;65;65;5;7;7;7;1817.4;1937;1689;1817.4 1817.4 1817.4 1817.4 1817.4 1817.4 1817.4;1937 1937 1937 1937 1937 1937 1937;1689 1689 1689 1689 1689 1689 1689
interactive-discover-5;0;false;;0;cab888487e7572de37a55f0e8c3ec060;51;51;51;5;15;15;15;615.4;650;556;595.8 596 596.2 596.4 597.6 598.8 606.4 606.6 607 607.2 607.2 607.8 610 613.4 614.8;625 625 625 625 627 631 638 638 638 639 639 640 643 647 649;539 539 540 540 541 541 549 549 550 550 550 550 552 554 555
interactive-discover-5;1;false;;0;7fc43bb183e4fb0238576536413c6c45;50;50;50;5;3;3;3;496.2;566;432;494 494.8 495.2;564 564 565;429 430 431
interactive-discover-5;2;false;;0;2543010e761cb36b6f0c3e103e58af43;43;43;43;5;3;3;3;381.2;402;374;379.4 380.2 380.6;400 401 401;372 373 373
interactive-discover-5;3;false;;0;76fc6cfa5c07ff3011e9f2d7ac2ae7e0;30;30;30;5;4;4;4;392.4;449;339;383.6 384 390.4 390.4;440 441 449 449;330 330 330 330
interactive-discover-5;4;false;;0;880a30fb8a9114b4807acb78d9e7d141;45;45;45;5;20;20;20;519.8;580;478;497.4 497.6 498.4 499 499 500.2 500.2 500.8 501.2 502.4 504.4 504.8 504.8 506.6 506.6 507 507.2 512 513.4 518.8;563 563 564 565 565 567 567 567 567 568 569 570 570 572 572 572 573 576 577 579;461 461 462 462 462 463 463 464 464 467 467 468 468 469 469 470 470 474 475 477
interactive-discover-6;0;true;Unexpected "!" at position 0 in state STOP;5;;;;;5;0;0;0;0;0;0;;;
interactive-discover-6;1;false;;0;cd3466cc43b32ce51d8f13d5516f2ef2;50;50;50;5;1;1;1;985.2;1053;905;618;696;524
interactive-discover-6;2;false;;0;29960679941029d6a70f26d6904d3728;43;43;43;5;1;1;1;628.6;799;565;183.2;273;133
interactive-discover-6;3;true;Unexpected "!" at position 0 in state STOP;5;;;;;5;0;0;0;0;0;0;;;
interactive-discover-6;4;false;;0;613936d3d666a311d54e99e3a8f9cdad;45;45;45;5;27;27;27;3079.8;3176;2967;1183.2 1225 1401.4 1422.6 1560.2 1741.2 1792.8 1954.4 2099.8 2126.2 2159.4 2159.6 2179.2 2280 2401.8 2430.8 2523.6 2556.4 2665.4 2751.6 2832.6 2904 2962.2 3036.2 3054.4 3071.6 3077.8;1231 1274 1438 1475 1596 1774 1835 2017 2155 2185 2216 2216 2236 2340 2463 2503 2606 2640 2725 2796 2884 2955 3028 3139 3157 3170 3174;1133 1171 1346 1360 1528 1705 1764 1913 2053 2067 2099 2100 2125 2207 2319 2362 2439 2461 2579 2670 2741 2809 2865 2928 2944 2960 2964
interactive-discover-7;0;true;Unexpected "!" at position 0 in state STOP;5;;;;;5;0;0;0;0;0;0;;;
interactive-discover-7;1;false;;0;75ab2bd12ac1e16dcc02f8c9e8d97308;50;50;50;5;1;1;1;860;950;807;750.4;837;531
interactive-discover-7;2;false;;0;faf54113a5297c559416a2dd78b9cc86;43;43;43;5;1;1;1;602.4;620;590;209.2;312;173
interactive-discover-7;3;true;Unexpected "!" at position 0 in state STOP;5;;;;;5;0;0;0;0;0;0;;;
interactive-discover-7;4;false;;0;3ee14484ce425fdbae40700cdd59c0d2;45;45;45;5;1;1;1;2936.8;3037;2870;1243;1293;1189
interactive-discover-8;0;true;Unexpected "!" at position 0 in state STOP;1;c3fb3ae9bb14ba76ae5b3d324eca2eae;230.75;341;123;5;10;10;10;19566.75;37023;3319;19339 19362.25 19399.75 19411.75 19435.75 19435.75 19490.75 19518 19521.75 19523.5;36653 36746 36746 36746 36842 36842 36842 36951 36951 36951;3233 3233 3233 3280 3280 3280 3296 3296 3297 3304
interactive-discover-8;1;true;Unexpected "!" at position 0 in state STOP;3;f549a7510ee374951fc4478eb7baf05d;245.66666666666666;327;102;5;10;10;10;15927.666666666666;22714;2940;14698.333333333334 14698.333333333334 14942.666666666666 14967 15003 15003 15080 15080 15105.666666666666 15771.333333333334;21671 21671 21857 21930 22011 22011 22011 22011 22076 22306;2893 2893 2893 2893 2920 2920 2920 2920 2932 2932
interactive-discover-8;2;true;Unexpected "!" at position 0 in state STOP;1;1e671ad6ca0361f5e33ff1581aa35db4;273.25;541;103;5;10;10;10;20220;50658;3056;18680 18692.75 19253 19253 19257.75 19257.75 19775 19847.75 19855.75 20080.5;46365 46365 48553 48553 48553 48553 50622 50622 50622 50622;3027 3027 3027 3027 3032 3032 3032 3032 3045 3045
interactive-discover-8;3;true;Unexpected "!" at position 0 in state STOP;2;c6ce316a148ee8bbe22623e88d74ee64;416.3333333333333;484;291;5;10;10;10;37038;47896;20123;36652.666666666664 36689 36689 36716.666666666664 36851 36851.333333333336 36851.333333333336 36901 36954.333333333336 36954.333333333336;47487 47487 47487 47487 47651 47651 47651 47651 47811 47811;19897 19897 19897 19980 20022 20022 20022 20067 20067 20067
interactive-discover-8;4;true;Unexpected "!" at position 0 in state STOP;3;097fc95d77d83b9a7eecb6edc228f71e;226.66666666666666;384;148;5;10;10;10;18875.333333333332;44160;6094;16538 16538 16538.333333333332 16538.333333333332 18133 18133 18138.333333333332 18138.333333333332 18679.333333333332 18679.333333333332;37288 37288 37288 37288 42033 42033 42033 42033 43624 43624;6034 6034 6034 6034 6058 6058 6074 6074 6074 6074
