query	config	requests	first	last	termination	diefficiency	restarts
interactive discover 2.4	cardinality once	123	13.6	22.744	19.798	236.117	1
interactive discover 2.4	cardinality unlimited void simple	123	7.839	21.507	14.556	993.64	1
interactive discover 2.4	cardinality unlimited void	123	9.382	21.263	15.612	905.147	1
interactive discover 2.4	cardinality unlimited	123	12.327	15.292	14.318	113.022	5
interactive discover 2.4	overhead simple	123	12.545	23.857	23.383	594.413	0
interactive discover 2.4	overhead	123	12.999	23.534	23.073	337.048	0
interactive discover 3.0	baseline	254	17.571	17.575	16.873	8.902	0
interactive discover 3.0	cardinality once void simple	254	21.438	21.442	14.661	10.858	1
interactive discover 3.0	cardinality once void	254	21.983	21.987	16.002	11.112	1
interactive discover 3.0	cardinality once	254	15.023	15.03	25.428	7.711	1
interactive discover 3.0	cardinality unlimited void simple	254	15.495	15.499	15.352	7.859	2
interactive discover 3.0	cardinality unlimited void	254	16.016	16.02	15.297	8.166	2
interactive discover 3.0	cardinality unlimited	254	14.99	14.994	14.76	7.601	4
interactive discover 3.0	overhead simple	0			0		0
interactive discover 3.0	overhead	0			0		0
interactive discover 3.1	baseline	148	28.25	28.254	27.92	14.252	0
interactive discover 3.1	cardinality once void simple	0			0		0
interactive discover 3.1	cardinality once void	148	15.014	15.02	13.181	7.668	1
interactive discover 3.1	cardinality once	148	11.269	11.272	11.074	5.742	1
interactive discover 3.1	cardinality unlimited void simple	0			0		0
interactive discover 3.1	cardinality unlimited void	0			0		0
interactive discover 3.1	cardinality unlimited	148	29.521	29.525	29.003	14.874	2
interactive discover 3.1	overhead simple	0			0		0
interactive discover 3.1	overhead	0			0		0
interactive discover 3.2	baseline	101	15.857	15.863	15.531	8.083	0
interactive discover 3.2	cardinality once void simple	101	28.134	28.137	27.963	14.128	1
interactive discover 3.2	cardinality once void	101	14.993	14.997	11.043	7.612	1
interactive discover 3.2	cardinality once	101	11.43	11.433	9.655	5.808	1
interactive discover 3.2	cardinality unlimited void simple	101	29.161	29.165	28.643	14.664	2
interactive discover 3.2	cardinality unlimited void	101	29.369	29.372	28.595	14.739	3
interactive discover 3.2	cardinality unlimited	101	21.5	21.503	17.796	10.813	3
interactive discover 3.2	overhead simple	101	27.563	27.566	27.118	13.869	0
interactive discover 3.2	overhead	101	27.863	27.867	27.661	14.03	0
interactive discover 3.3	baseline	430	22.574	22.589	22.315	13.05	0
interactive discover 3.3	cardinality once void simple	0			0		0
interactive discover 3.3	cardinality once void	430	26.888	26.899	24.998	14.538	1
interactive discover 3.3	cardinality once	0			0		0
interactive discover 3.3	cardinality unlimited void simple	0			0		0
interactive discover 3.3	cardinality unlimited void	430	32.122	32.133	28.812	17.212	1
interactive discover 3.3	cardinality unlimited	0			0		0
interactive discover 3.3	overhead simple	0			0		0
interactive discover 3.3	overhead	0			0		0
interactive discover 3.4	baseline	274	19.812	19.82	19.581	10.441	0
interactive discover 3.4	cardinality once void simple	274	22.004	22.012	17.024	11.508	1
interactive discover 3.4	cardinality once void	274	15.304	15.312	15.207	8.21	1
interactive discover 3.4	cardinality once	274	23.35	23.357	16.356	12.187	1
interactive discover 3.4	cardinality unlimited void simple	274	21.236	21.244	15.951	10.838	1
interactive discover 3.4	cardinality unlimited void	274	15.584	15.595	15.116	8.477	1
interactive discover 3.4	cardinality unlimited	274	22.028	22.044	18.261	12.082	3
interactive discover 3.4	overhead simple	0			0		0
interactive discover 3.4	overhead	0			0		0
interactive discover 4.0	baseline	144	21.733	21.734	21.57	10.868	0
interactive discover 4.0	cardinality once void simple	0			0		0
interactive discover 4.0	cardinality once void	144	22.765	22.765	20.562	11.383	1
interactive discover 4.0	cardinality once	144	22.759	22.76	22.008	11.383	1
interactive discover 4.0	cardinality unlimited void simple	144	23.199	23.199	20.349	11.6	3
interactive discover 4.0	cardinality unlimited void	144	14.963	14.964	14.549	7.486	3
interactive discover 4.0	cardinality unlimited	144	25.414	25.415	24.67	12.71	3
interactive discover 4.0	overhead simple	0			0		0
interactive discover 4.0	overhead	0			0		0
interactive discover 4.1	baseline	24	8.71	8.71	8.344	4.355	0
interactive discover 4.1	cardinality once void simple	24	8.038	8.038	7.685	4.019	1
interactive discover 4.1	cardinality once void	24	8.184	8.185	7.966	4.094	1
interactive discover 4.1	cardinality once	24	8.116	8.116	7.634	4.058	1
interactive discover 4.1	cardinality unlimited void simple	24	8.493	8.493	8.044	4.247	2
interactive discover 4.1	cardinality unlimited void	24	8.468	8.469	7.694	4.236	3
interactive discover 4.1	cardinality unlimited	24	8.445	8.445	8.071	4.223	2
interactive discover 4.1	overhead simple	24	8.64	8.641	8.407	4.322	0
interactive discover 4.1	overhead	24	9.0	9.001	8.58	4.502	0
interactive discover 4.2	baseline	21	7.877	7.878	7.569	3.941	0
interactive discover 4.2	cardinality once void simple	21	7.87	7.87	7.543	3.935	1
interactive discover 4.2	cardinality once void	21	8.01	8.01	7.764	4.005	1
interactive discover 4.2	cardinality once	21	7.98	7.98	7.666	3.99	1
interactive discover 4.2	cardinality unlimited void simple	21	7.525	7.526	7.385	3.765	3
interactive discover 4.2	cardinality unlimited void	21	7.607	7.607	7.453	3.804	2
interactive discover 4.2	cardinality unlimited	21	7.89	7.89	7.551	3.945	2
interactive discover 4.2	overhead simple	21	8.468	8.468	7.975	4.234	0
interactive discover 4.2	overhead	21	8.098	8.098	8.001	4.049	0
interactive discover 4.3	baseline	229	23.107	23.107	20.642	11.553	0
interactive discover 4.3	cardinality once void simple	229	38.61	38.61	33.151	19.305	1
interactive discover 4.3	cardinality once void	229	18.59	18.59	18.359	9.295	1
interactive discover 4.3	cardinality once	229	18.447	18.448	18.173	9.225	1
interactive discover 4.3	cardinality unlimited void simple	229	20.002	20.002	18.339	10.001	3
interactive discover 4.3	cardinality unlimited void	229	18.797	18.798	18.522	9.4	3
interactive discover 4.3	cardinality unlimited	229	32.335	32.335	29.607	16.168	4
interactive discover 4.3	overhead simple	229	38.138	38.138	37.822	19.069	0
interactive discover 4.3	overhead	229	38.545	38.546	38.396	19.275	0
interactive discover 4.4	baseline	143	22.644	22.644	21.757	11.322	0
interactive discover 4.4	cardinality once void simple	143	9.416	9.417	34.741	4.712	1
interactive discover 4.4	cardinality once void	143	22.929	22.93	22.309	11.468	1
interactive discover 4.4	cardinality once	143	21.446	21.447	21.309	10.724	1
interactive discover 4.4	cardinality unlimited void simple	143	22.883	22.884	14.751	11.446	2
interactive discover 4.4	cardinality unlimited void	143	15.514	18.947	16.077	16.34	3
interactive discover 4.4	cardinality unlimited	143	40.592	40.592	40.351	20.296	3
interactive discover 4.4	overhead simple	0			0		0
interactive discover 4.4	overhead	0			0		0
interactive discover 5.0	baseline	128	7.983	15.0	11.281	75.4	0
interactive discover 5.0	cardinality once void simple	128	8.972	21.333	16.091	161.743	1
interactive discover 5.0	cardinality once void	128	8.626	21.393	13.973	170.922	1
interactive discover 5.0	cardinality once	128	9.35	11.096	10.949	18.603	1
interactive discover 5.0	cardinality unlimited void simple	128	8.96	21.812	13.044	163.612	1
interactive discover 5.0	cardinality unlimited void	128	9.254	11.881	11.39	22.916	1
interactive discover 5.0	cardinality unlimited	128	8.618	13.883	14.24	46.464	4
interactive discover 5.0	overhead simple	128	9.703	14.928	12.618	55.879	0
interactive discover 5.0	overhead	128	9.677	11.916	11.675	18.921	0
interactive discover 5.1	baseline	20	7.806	7.889	7.764	4.065	0
interactive discover 5.1	cardinality once void simple	20	7.568	7.664	7.177	4.024	1
interactive discover 5.1	cardinality once void	20	7.47	8.503	7.375	6.318	1
interactive discover 5.1	cardinality once	20	7.427	8.346	7.21	6.01	1
interactive discover 5.1	cardinality unlimited void simple	20	7.484	8.209	7.296	5.554	1
interactive discover 5.1	cardinality unlimited void	20	7.44	8.278	7.954	5.815	2
interactive discover 5.1	cardinality unlimited	20	6.929	8.016	7.638	5.79	3
interactive discover 5.1	overhead simple	20	7.168	7.897	7.263	5.375	0
interactive discover 5.1	overhead	20	7.201	7.995	7.562	5.535	0
interactive discover 5.2	baseline	17	6.944	7.227	6.825	4.136	0
interactive discover 5.2	cardinality once void simple	17	7.147	7.5	7.233	4.104	1
interactive discover 5.2	cardinality once void	17	7.228	7.435	7.237	3.924	1
interactive discover 5.2	cardinality once	17	7.056	7.339	7.101	3.955	1
interactive discover 5.2	cardinality unlimited void simple	17	7.201	7.61	7.128	4.215	1
interactive discover 5.2	cardinality unlimited void	17	7.317	7.321	7.14	3.667	1
interactive discover 5.2	cardinality unlimited	17	7.256	7.596	7.316	4.25	3
interactive discover 5.2	overhead simple	17	7.227	7.351	7.234	3.87	0
interactive discover 5.2	overhead	17	7.169	7.302	7.134	3.858	0
interactive discover 5.3	baseline	224	8.746	11.756	11.225	11.432	0
interactive discover 5.3	cardinality once void simple	224	8.449	12.497	11.35	14.578	1
interactive discover 5.3	cardinality once void	224	9.587	11.946	11.245	12.117	1
interactive discover 5.3	cardinality once	224	8.311	11.113	10.933	11.576	1
interactive discover 5.3	cardinality unlimited void simple	224	9.598	11.659	11.22	10.94	1
interactive discover 5.3	cardinality unlimited void	224	8.192	11.321	11.107	11.543	1
interactive discover 5.3	cardinality unlimited	224	7.38	12.249	23.813	15.843	7
interactive discover 5.3	overhead simple	224	8.64	12.295	11.441	14.078	0
interactive discover 5.3	overhead	224	8.336	15.289	12.333	24.762	0
interactive discover 5.4	baseline	123	8.219	11.656	10.942	30.324	0
interactive discover 5.4	cardinality once void simple	123	7.861	11.186	11.08	26.896	1
interactive discover 5.4	cardinality once void	123	7.588	14.936	12.806	106.418	1
interactive discover 5.4	cardinality once	123	7.714	10.669	10.575	24.942	1
interactive discover 5.4	cardinality unlimited void simple	123	8.79	11.12	10.794	26.017	1
interactive discover 5.4	cardinality unlimited void	123	7.943	34.614	14.644	437.975	1
interactive discover 5.4	cardinality unlimited	123	7.944	15.687	13.873	91.733	4
interactive discover 5.4	overhead simple	123	8.678	21.496	12.046	218.359	0
interactive discover 5.4	overhead	123	8.899	11.12	10.983	25.08	0
interactive discover 6.0	baseline	0			0		0
interactive discover 6.0	cardinality once void simple	1671	9.495	60.113	60.139	632.839	1
interactive discover 6.0	cardinality once void	1942	11.26	60.17	60.127	415.539	1
interactive discover 6.0	cardinality once	0			0		0
interactive discover 6.0	cardinality unlimited void simple	957	17.433	18.579	60.123	11.395	4
interactive discover 6.0	cardinality unlimited void	944	13.575	60.114	60.156	213.293	4
interactive discover 6.0	cardinality unlimited	0			0		0
interactive discover 6.0	overhead simple	0			0		0
interactive discover 6.0	overhead	0			0		0
interactive discover 6.1	baseline	20	8.122	8.122	7.589	4.061	0
interactive discover 6.1	cardinality once void simple	20	7.953	7.953	7.221	3.977	1
interactive discover 6.1	cardinality once void	20	8.166	8.166	7.859	4.083	1
interactive discover 6.1	cardinality once	20	8.827	8.827	8.356	4.413	1
interactive discover 6.1	cardinality unlimited void simple	20	7.973	7.973	7.57	3.986	3
interactive discover 6.1	cardinality unlimited void	20	7.929	7.929	7.814	3.965	3
interactive discover 6.1	cardinality unlimited	20	8.015	8.015	7.799	4.008	3
interactive discover 6.1	overhead simple	20	8.241	8.241	7.579	4.12	0
interactive discover 6.1	overhead	20	8.473	8.473	7.899	4.237	0
interactive discover 6.2	baseline	17	7.364	7.364	7.254	3.682	0
interactive discover 6.2	cardinality once void simple	17	7.829	7.829	7.043	3.914	1
interactive discover 6.2	cardinality once void	17	7.298	7.298	7.097	3.649	1
interactive discover 6.2	cardinality once	17	7.304	7.304	7.226	3.652	1
interactive discover 6.2	cardinality unlimited void simple	17	7.106	7.106	6.981	3.553	2
interactive discover 6.2	cardinality unlimited void	17	7.036	7.036	6.942	3.518	2
interactive discover 6.2	cardinality unlimited	17	7.056	7.056	6.81	3.528	2
interactive discover 6.2	overhead simple	17	7.182	7.182	7.08	3.591	0
interactive discover 6.2	overhead	17	7.836	7.836	7.438	3.918	0
interactive discover 6.3	baseline	0			0		0
interactive discover 6.3	cardinality once void simple	2287	20.846	60.281	60.185	69.576	1
interactive discover 6.3	cardinality once void	2813	19.487	60.378	60.285	71.08	1
interactive discover 6.3	cardinality once	0			0		0
interactive discover 6.3	cardinality unlimited void simple	1004	31.408	31.408	60.119	15.704	5
interactive discover 6.3	cardinality unlimited void	986	34.853	34.853	60.112	17.427	5
interactive discover 6.3	cardinality unlimited	0			0		0
interactive discover 6.3	overhead simple	0			0		0
interactive discover 6.3	overhead	0			0		0
interactive discover 6.4	baseline	123	10.678	24.317	19.785	204.767	0
interactive discover 6.4	cardinality once void simple	123	9.876	16.485	16.315	71.269	1
interactive discover 6.4	cardinality once void	123	9.754	17.502	15.928	82.005	1
interactive discover 6.4	cardinality once	123	12.748	17.06	16.547	60.985	1
interactive discover 6.4	cardinality unlimited void simple	123	15.239	16.022	14.446	24.982	3
interactive discover 6.4	cardinality unlimited void	123	21.37	21.752	17.911	18.868	3
interactive discover 6.4	cardinality unlimited	123	10.772	14.3	14.015	21.083	3
interactive discover 6.4	overhead simple	123	10.418	20.467	20.118	129.717	0
interactive discover 6.4	overhead	123	10.704	19.587	19.308	114.745	0
interactive discover 7.0	baseline	1320	60.166	60.166	60.152	30.083	0
interactive discover 7.0	cardinality once void simple	1455	33.735	60.134	60.135	56.466	1
interactive discover 7.0	cardinality once void	1406	60.16	60.16	60.148	30.08	1
interactive discover 7.0	cardinality once	1398	60.148	60.148	60.14	30.074	1
interactive discover 7.0	cardinality unlimited void simple	1243	60.145	60.145	60.127	30.073	2
interactive discover 7.0	cardinality unlimited void	1384	60.137	60.137	60.122	30.069	2
interactive discover 7.0	cardinality unlimited	1650	30.7	30.7	60.125	15.35	12
interactive discover 7.0	overhead simple	1515	60.232	60.232	60.178	30.116	0
interactive discover 7.0	overhead	1457	60.162	60.162	60.146	30.081	0
interactive discover 7.1	baseline	20	8.488	8.488	7.795	4.244	0
interactive discover 7.1	cardinality once void simple	20	8.134	8.134	7.938	4.067	1
interactive discover 7.1	cardinality once void	20	8.209	8.209	7.395	4.104	1
interactive discover 7.1	cardinality once	20	7.91	7.91	7.073	3.955	1
interactive discover 7.1	cardinality unlimited void simple	20	7.939	7.939	6.947	3.97	2
interactive discover 7.1	cardinality unlimited void	20	8.481	8.481	7.709	4.24	2
interactive discover 7.1	cardinality unlimited	20	8.141	8.141	7.847	4.071	2
interactive discover 7.1	overhead simple	20	8.331	8.331	7.954	4.165	0
interactive discover 7.1	overhead	20	8.218	8.218	8.026	4.109	0
interactive discover 7.2	baseline	17	7.396	7.396	7.277	3.698	0
interactive discover 7.2	cardinality once void simple	17	7.272	7.272	6.87	3.636	1
interactive discover 7.2	cardinality once void	17	7.337	7.337	6.932	3.668	1
interactive discover 7.2	cardinality once	17	7.288	7.288	7.013	3.644	1
interactive discover 7.2	cardinality unlimited void simple	17	7.465	7.465	7.073	3.732	1
interactive discover 7.2	cardinality unlimited void	17	7.165	7.165	7.039	3.583	1
interactive discover 7.2	cardinality unlimited	17	7.614	7.614	7.294	3.807	1
interactive discover 7.2	overhead simple	17	7.38	7.38	7.316	3.69	0
interactive discover 7.2	overhead	17	7.899	7.899	7.581	3.95	0
interactive discover 7.3	baseline	2473	60.203	60.203	60.14	30.102	0
interactive discover 7.3	cardinality once void simple	1810	29.593	60.141	60.13	60.618	1
interactive discover 7.3	cardinality once void	1614	31.758	60.171	60.155	58.498	1
interactive discover 7.3	cardinality once	1749	60.145	60.145	60.132	30.073	1
interactive discover 7.3	cardinality unlimited void simple	1676	60.186	60.186	60.143	30.093	2
interactive discover 7.3	cardinality unlimited void	1724	60.157	60.157	60.149	30.078	2
interactive discover 7.3	cardinality unlimited	997	60.178	60.178	60.17	30.089	5
interactive discover 7.3	overhead simple	2207	60.217	60.217	60.146	30.108	0
interactive discover 7.3	overhead	2525	60.141	60.141	60.136	30.07	0
interactive discover 7.4	baseline	123	25.731	25.731	25.481	12.866	0
interactive discover 7.4	cardinality once void simple	123	22.115	22.115	21.595	11.057	1
interactive discover 7.4	cardinality once void	123	21.694	21.694	21.5	10.847	1
interactive discover 7.4	cardinality once	123	21.599	21.599	21.153	10.8	1
interactive discover 7.4	cardinality unlimited void simple	123	14.897	14.897	14.315	7.449	2
interactive discover 7.4	cardinality unlimited void	123	14.855	14.855	14.327	7.428	2
interactive discover 7.4	cardinality unlimited	123	13.988	13.988	13.581	6.994	2
interactive discover 7.4	overhead simple	123	26.808	26.808	26.419	13.404	0
interactive discover 7.4	overhead	123	26.41	26.41	25.877	13.205	0
interactive discover 8.0	baseline	586	12.754	49.234	29.799	180.584	0
interactive discover 8.0	cardinality once void simple	373	25.879	55.013	49.235	200.044	1
interactive discover 8.0	cardinality once void	483	18.196	31.356	28.292	95.201	1
interactive discover 8.0	cardinality once	356	16.114	20.728	19.327	35.098	1
interactive discover 8.0	cardinality unlimited void simple	568	26.963	60.184	56.885	218.798	1
interactive discover 8.0	cardinality unlimited void	462	16.699	29.534	27.091	90.378	1
interactive discover 8.0	cardinality unlimited	416	17.157	24.018	20.507	50.871	1
interactive discover 8.0	overhead simple	212	60.197	60.197	60.212	30.099	0
interactive discover 8.0	overhead	634	20.79	34.482	30.534	67.047	0
interactive discover 8.1	baseline	286	15.154	19.072	17.211	26.074	0
interactive discover 8.1	cardinality once void simple	410	22.706	60.197	60.191	227.593	1
interactive discover 8.1	cardinality once void	532	16.82	46.265	44.725	210.472	1
interactive discover 8.1	cardinality once	370	17.439	23.401	19.764	42.054	1
interactive discover 8.1	cardinality unlimited void simple	425	24.229	60.253	60.211	218.308	1
interactive discover 8.1	cardinality unlimited void	502	15.946	51.056	45.238	249.781	1
interactive discover 8.1	cardinality unlimited	466	18.404	23.25	22.022	36.169	2
interactive discover 8.1	overhead simple	0			0		0
interactive discover 8.1	overhead	739	60.241	60.241	60.228	30.12	0
interactive discover 8.2	baseline	248	12.477	16.322	15.845	29.942	0
interactive discover 8.2	cardinality once void simple	353	22.143	42.671	40.143	132.901	1
interactive discover 8.2	cardinality once void	433	15.714	24.996	23.414	64.479	1
interactive discover 8.2	cardinality once	361	15.55	22.048	19.356	45.088	1
interactive discover 8.2	cardinality unlimited void simple	331	21.406	38.686	36.899	111.839	1
interactive discover 8.2	cardinality unlimited void	430	15.935	23.847	23.572	57.295	1
interactive discover 8.2	cardinality unlimited	287	14.045	18.67	18.107	33.021	1
interactive discover 8.2	overhead simple	0			0		0
interactive discover 8.2	overhead	371	14.518	22.111	20.637	43.859	0
interactive discover 8.3	baseline	413	13.709	16.771	16.136	21.625	0
interactive discover 8.3	cardinality once void simple	391	32.623	60.239	60.217	151.587	1
interactive discover 8.3	cardinality once void	637	21.665	60.246	60.194	220.013	1
interactive discover 8.3	cardinality once	441	18.739	24.039	23.503	41.298	1
interactive discover 8.3	cardinality unlimited void simple	436	31.62	60.261	60.215	161.837	1
interactive discover 8.3	cardinality unlimited void	574	21.38	60.231	60.178	219.18	1
interactive discover 8.3	cardinality unlimited	390	18.546	23.219	22.213	35.409	1
interactive discover 8.3	overhead simple	323	44.782	60.204	60.205	48.716	0
interactive discover 8.3	overhead	755	16.172	60.205	60.193	74.135	0
interactive discover 8.4	baseline	332	13.814	17.028	15.503	20.386	0
interactive discover 8.4	cardinality once void simple	541	34.862	60.269	60.24	118.695	1
interactive discover 8.4	cardinality once void	777	20.291	60.215	60.177	185.341	1
interactive discover 8.4	cardinality once	516	18.919	24.447	22.744	40.414	1
interactive discover 8.4	cardinality unlimited void simple	456	31.918	60.261	60.219	128.138	1
interactive discover 8.4	cardinality unlimited void	727	20.076	60.217	60.171	184.916	1
interactive discover 8.4	cardinality unlimited	644	24.671	30.463	27.952	45.951	1
interactive discover 8.4	overhead simple	240	60.295	60.295	60.269	30.148	0
interactive discover 8.4	overhead	784	15.593	60.239	60.179	153.2	0
interactive short 1.0	baseline	129	14.436	14.436	13.194	7.218	0
interactive short 1.0	cardinality once void simple	8	7.048	7.048	6.777	3.524	1
interactive short 1.0	cardinality once void	10	7.178	7.178	6.94	3.589	1
interactive short 1.0	cardinality once	129	14.738	14.738	13.488	7.369	0
interactive short 1.0	cardinality unlimited void simple	7	7.456	7.456	7.035	3.728	1
interactive short 1.0	cardinality unlimited void	9	7.14	7.14	6.821	3.57	1
interactive short 1.0	cardinality unlimited	129	14.742	14.742	11.539	7.371	0
interactive short 1.0	overhead simple	129	21.523	21.523	14.281	10.761	0
interactive short 1.0	overhead	129	14.77	14.77	12.746	7.385	0
interactive short 1.1	baseline	21	7.083	7.083	6.956	3.542	0
interactive short 1.1	cardinality once void simple	0			0		0
interactive short 1.1	cardinality once void	0			0		0
interactive short 1.1	cardinality once	21	8.251	8.251	8.01	4.125	0
interactive short 1.1	cardinality unlimited void simple	0			0		0
interactive short 1.1	cardinality unlimited void	11	7.046	7.046	6.62	3.523	1
interactive short 1.1	cardinality unlimited	21	7.784	7.784	7.337	3.892	0
interactive short 1.1	overhead simple	21	8.6	8.6	7.472	4.3	0
interactive short 1.1	overhead	21	8.141	8.141	7.161	4.071	0
interactive short 1.2	baseline	18	7.008	7.008	6.926	3.504	0
interactive short 1.2	cardinality once void simple	0			0		0
interactive short 1.2	cardinality once void	10	6.882	6.882	6.718	3.441	1
interactive short 1.2	cardinality once	18	7.253	7.253	6.865	3.627	0
interactive short 1.2	cardinality unlimited void simple	0			0		0
interactive short 1.2	cardinality unlimited void	0			0		0
interactive short 1.2	cardinality unlimited	18	7.62	7.62	7.247	3.81	0
interactive short 1.2	overhead simple	18	7.132	7.132	6.861	3.566	0
