query	config	requests	first	last	termination	diefficiency	restarts
interactive short 2.0	cardinality unlimited void simple	0			0		0
interactive short 2.0	cardinality unlimited void	0			0		0
interactive short 2.0	cardinality unlimited	0			0		0
interactive short 2.0	overhead simple	0			0		0
interactive short 2.0	overhead	0			0		0
interactive short 2.1	baseline	0			0		0
interactive short 2.1	cardinality once void simple	0			0		0
interactive short 2.1	cardinality once void	0			0		0
interactive short 2.1	cardinality once	0			0		0
interactive short 2.1	cardinality unlimited void simple	0			0		0
interactive short 2.1	cardinality unlimited void	0			0		0
interactive short 2.1	cardinality unlimited	0			0		0
interactive short 2.1	overhead simple	0			0		0
interactive short 2.1	overhead	0			0		0
interactive short 2.2	baseline	0			0		0
interactive short 2.2	cardinality once void simple	0			0		0
interactive short 2.2	cardinality once void	0			0		0
interactive short 2.2	cardinality once	0			0		0
interactive short 2.2	cardinality unlimited void simple	0			0		0
interactive short 2.2	cardinality unlimited void	0			0		0
interactive short 2.2	cardinality unlimited	0			0		0
interactive short 2.2	overhead simple	0			0		0
interactive short 2.2	overhead	0			0		0
interactive short 2.3	baseline	0			0		0
interactive short 2.3	cardinality once void simple	0			0		0
interactive short 2.3	cardinality once void	0			0		0
interactive short 2.3	cardinality once	0			0		0
interactive short 2.3	cardinality unlimited void simple	0			0		0
interactive short 2.3	cardinality unlimited void	0			0		0
interactive short 2.3	cardinality unlimited	0			0		0
interactive short 2.3	overhead simple	0			0		0
interactive short 2.3	overhead	0			0		0
interactive short 2.4	baseline	0			0		0
interactive short 2.4	cardinality once void simple	0			0		0
interactive short 2.4	cardinality once void	0			0		0
interactive short 2.4	cardinality once	0			0		0
interactive short 2.4	cardinality unlimited void simple	0			0		0
interactive short 2.4	cardinality unlimited void	0			0		0
interactive short 2.4	cardinality unlimited	0			0		0
interactive short 2.4	overhead simple	0			0		0
interactive short 2.4	overhead	0			0		0
interactive short 3.0	baseline	0			0		0
interactive short 3.0	cardinality once void simple	182			7.278		0
interactive short 3.0	cardinality once void	0			0		0
interactive short 3.0	cardinality once	0			0		0
interactive short 3.0	cardinality unlimited void simple	562			11.786		0
interactive short 3.0	cardinality unlimited void	0			0		0
interactive short 3.0	cardinality unlimited	0			0		0
interactive short 3.0	overhead simple	0			0		0
interactive short 3.0	overhead	0			0		0
interactive short 3.1	baseline	0			0		0
interactive short 3.1	cardinality once void simple	225			1.475		0
interactive short 3.1	cardinality once void	0			0		0
interactive short 3.1	cardinality once	0			0		0
interactive short 3.1	cardinality unlimited void simple	191			6.741		0
interactive short 3.1	cardinality unlimited void	0			0		0
interactive short 3.1	cardinality unlimited	0			0		0
interactive short 3.1	overhead simple	0			0		0
interactive short 3.1	overhead	0			0		0
interactive short 3.2	baseline	0			0		0
interactive short 3.2	cardinality once void simple	0			0		0
interactive short 3.2	cardinality once void	0			0		0
interactive short 3.2	cardinality once	0			0		0
interactive short 3.2	cardinality unlimited void simple	337			3.819		0
interactive short 3.2	cardinality unlimited void	243			3.627		0
interactive short 3.2	cardinality unlimited	0			0		0
interactive short 3.2	overhead simple	0			0		0
interactive short 3.2	overhead	0			0		0
interactive short 3.3	baseline	0			0		0
interactive short 3.3	cardinality once void simple	0			0		0
interactive short 3.3	cardinality once void	0			0		0
interactive short 3.3	cardinality once	0			0		0
interactive short 3.3	cardinality unlimited void simple	0			0		0
interactive short 3.3	cardinality unlimited void	0			0		0
interactive short 3.3	cardinality unlimited	0			0		0
interactive short 3.3	overhead simple	0			0		0
interactive short 3.3	overhead	0			0		0
interactive short 3.4	baseline	0			0		0
interactive short 3.4	cardinality once void simple	386			7.176		0
interactive short 3.4	cardinality once void	0			0		0
interactive short 3.4	cardinality once	0			0		0
interactive short 3.4	cardinality unlimited void simple	374			10.135		0
interactive short 3.4	cardinality unlimited void	0			0		0
interactive short 3.4	cardinality unlimited	0			0		0
interactive short 3.4	overhead simple	0			0		0
interactive short 3.4	overhead	0			0		0
interactive short 4.0	baseline	1	0.287	0.287	0.287	0.143	0
interactive short 4.0	cardinality once void simple	255	7.402	7.402	8.765	3.701	0
interactive short 4.0	cardinality once void	1	0.181	0.181	0.182	0.09	0
interactive short 4.0	cardinality once	1	0.134	0.134	0.136	0.067	0
interactive short 4.0	cardinality unlimited void simple	363	7.365	7.365	7.571	3.683	0
interactive short 4.0	cardinality unlimited void	1	0.033	0.033	0.034	0.017	0
interactive short 4.0	cardinality unlimited	1	0.274	0.274	0.274	0.137	0
interactive short 4.0	overhead simple	1	0.208	0.208	0.208	0.104	0
interactive short 4.0	overhead	1	0.183	0.183	0.184	0.091	0
interactive short 4.1	baseline	1	0.001	0.001	0.002	0.001	0
interactive short 4.1	cardinality once void simple	702	10.304	10.304	10.821	5.152	0
interactive short 4.1	cardinality once void	1	0.01	0.01	0.01	0.005	0
interactive short 4.1	cardinality once	1	0.004	0.004	0.005	0.002	0
interactive short 4.1	cardinality unlimited void simple	840	9.902	9.902	10.982	4.951	0
interactive short 4.1	cardinality unlimited void	1	0.012	0.012	0.012	0.006	0
interactive short 4.1	cardinality unlimited	1	0.005	0.005	0.006	0.003	0
interactive short 4.1	overhead simple	1	0.002	0.002	0.002	0.001	0
interactive short 4.1	overhead	1	0.01	0.01	0.01	0.005	0
interactive short 4.2	baseline	13	0.021	0.021	0.116	0.011	0
interactive short 4.2	cardinality once void simple	490	14.633	14.633	15.203	7.316	0
interactive short 4.2	cardinality once void	13	0.026	0.026	0.165	0.013	0
interactive short 4.2	cardinality once	13	0.046	0.046	0.149	0.023	0
interactive short 4.2	cardinality unlimited void simple	678	7.623	7.623	8.32	3.812	0
interactive short 4.2	cardinality unlimited void	13	0.017	0.017	0.206	0.009	0
interactive short 4.2	cardinality unlimited	13	0.051	0.051	0.11	0.025	0
interactive short 4.2	overhead simple	13	0.028	0.028	0.119	0.014	0
interactive short 4.2	overhead	13	0.031	0.031	0.177	0.015	0
interactive short 4.3	baseline	18	0.019	0.019	0.14	0.009	0
interactive short 4.3	cardinality once void simple	847	20.467	20.467	20.775	10.233	0
interactive short 4.3	cardinality once void	18	0.018	0.018	0.153	0.009	0
interactive short 4.3	cardinality once	18	0.016	0.016	0.171	0.008	0
interactive short 4.3	cardinality unlimited void simple	548	10.479	10.479	10.975	5.239	0
interactive short 4.3	cardinality unlimited void	18	0.018	0.018	0.146	0.009	0
interactive short 4.3	cardinality unlimited	18	0.05	0.05	0.159	0.025	0
interactive short 4.3	overhead simple	18	0.006	0.006	0.148	0.003	0
interactive short 4.3	overhead	18	0.019	0.019	0.163	0.009	0
interactive short 4.4	baseline	1	0.0	0.0	0.0	0.0	0
interactive short 4.4	cardinality once void simple	1048	26.29	26.29	28.342	13.145	0
interactive short 4.4	cardinality once void	1	0.012	0.012	0.013	0.006	0
interactive short 4.4	cardinality once	1	0.017	0.017	0.018	0.009	0
interactive short 4.4	cardinality unlimited void simple	1109	16.154	16.154	16.959	8.077	0
interactive short 4.4	cardinality unlimited void	1	0.017	0.017	0.017	0.009	0
interactive short 4.4	cardinality unlimited	1	0.015	0.015	0.016	0.007	0
interactive short 4.4	overhead simple	1	0.002	0.002	0.003	0.001	0
interactive short 4.4	overhead	1	0.001	0.001	0.001	0.001	0
interactive short 5.0	baseline	266	1.086	1.086	2.788	0.543	0
interactive short 5.0	cardinality once void simple	0			0		0
interactive short 5.0	cardinality once void	266	1.093	1.093	3.141	0.546	0
interactive short 5.0	cardinality once	266	0.083	0.083	3.283	0.042	0
interactive short 5.0	cardinality unlimited void simple	4614	53.464	53.464	66.128	26.732	0
interactive short 5.0	cardinality unlimited void	266	3.012	3.012	3.029	1.506	0
interactive short 5.0	cardinality unlimited	266	1.841	1.841	2.624	0.92	0
interactive short 5.0	overhead simple	266	0.081	0.081	3.041	0.041	0
interactive short 5.0	overhead	266	0.898	0.898	3.087	0.449	0
interactive short 5.1	baseline	557	0.073	0.073	5.446	0.036	0
interactive short 5.1	cardinality once void simple	0			0		0
interactive short 5.1	cardinality once void	557	1.946	1.946	6.217	0.973	0
interactive short 5.1	cardinality once	557	2.256	2.256	5.718	1.128	0
interactive short 5.1	cardinality unlimited void simple	0			0		0
interactive short 5.1	cardinality unlimited void	557	0.092	0.092	5.688	0.046	0
interactive short 5.1	cardinality unlimited	557	3.387	3.387	4.945	1.694	0
interactive short 5.1	overhead simple	557	0.095	0.095	5.702	0.048	0
interactive short 5.1	overhead	557	0.082	0.082	5.432	0.041	0
interactive short 5.2	baseline	2287	0.079	0.079	18.019	0.04	0
interactive short 5.2	cardinality once void simple	6848	36.496	36.496	53.031	18.248	0
interactive short 5.2	cardinality once void	6852	37.875	37.875	54.984	18.938	0
interactive short 5.2	cardinality once	6850	13.258	13.258	31.925	6.629	0
interactive short 5.2	cardinality unlimited void simple	4566	29.649	29.649	52.012	14.825	0
interactive short 5.2	cardinality unlimited void	6850	11.605	11.605	30.238	5.803	0
interactive short 5.2	cardinality unlimited	2287	11.846	11.846	28.996	5.923	0
interactive short 5.2	overhead simple	2287	0.077	0.077	18.687	0.038	0
interactive short 5.2	overhead	2287	0.087	0.087	19.013	0.043	0
interactive short 5.3	baseline	24	0.194	0.194	0.366	0.097	0
interactive short 5.3	cardinality once void simple	24	0.301	0.301	0.302	0.15	0
interactive short 5.3	cardinality once void	24	0.208	0.208	0.274	0.104	0
interactive short 5.3	cardinality once	24	0.297	0.297	0.298	0.148	0
interactive short 5.3	cardinality unlimited void simple	24	1.973	1.973	2.102	0.987	0
interactive short 5.3	cardinality unlimited void	24	0.249	0.249	0.308	0.124	0
interactive short 5.3	cardinality unlimited	24	0.247	0.247	0.31	0.123	0
interactive short 5.3	overhead simple	24	0.255	0.255	0.327	0.128	0
interactive short 5.3	overhead	24	0.182	0.182	0.313	0.091	0
interactive short 5.4	baseline	239	0.049	0.049	1.741	0.025	0
interactive short 5.4	cardinality once void simple	239	0.622	0.622	1.902	0.311	0
interactive short 5.4	cardinality once void	239	0.063	0.063	1.818	0.032	0
interactive short 5.4	cardinality once	239	0.694	0.694	1.93	0.347	0
interactive short 5.4	cardinality unlimited void simple	239	1.968	1.968	8.027	0.984	0
interactive short 5.4	cardinality unlimited void	239	0.635	0.635	1.852	0.318	0
interactive short 5.4	cardinality unlimited	239	0.068	0.068	1.735	0.034	0
interactive short 5.4	overhead simple	239	0.056	0.056	1.868	0.028	0
interactive short 5.4	overhead	239	0.051	0.051	1.949	0.025	0
interactive short 6.0	baseline	0			0		0
interactive short 6.0	cardinality once void simple	0			0		0
interactive short 6.0	cardinality once void	0			0		0
interactive short 6.0	cardinality once	0			0		0
interactive short 6.0	cardinality unlimited void simple	0			0		0
interactive short 6.0	cardinality unlimited void	0			0		0
interactive short 6.0	cardinality unlimited	0			0		0
interactive short 6.0	overhead simple	0			0		0
interactive short 6.0	overhead	0			0		0
interactive short 6.1	baseline	0			0		0
interactive short 6.1	cardinality once void simple	0			0		0
interactive short 6.1	cardinality once void	0			0		0
interactive short 6.1	cardinality once	0			0		0
interactive short 6.1	cardinality unlimited void simple	0			0		0
interactive short 6.1	cardinality unlimited void	0			0		0
interactive short 6.1	cardinality unlimited	0			0		0
interactive short 6.1	overhead simple	0			0		0
interactive short 6.1	overhead	0			0		0
interactive short 6.2	baseline	0			0		0
interactive short 6.2	cardinality once void simple	0			0		0
interactive short 6.2	cardinality once void	0			0		0
interactive short 6.2	cardinality once	0			0		0
interactive short 6.2	cardinality unlimited void simple	0			0		0
interactive short 6.2	cardinality unlimited void	0			0		0
interactive short 6.2	cardinality unlimited	0			0		0
interactive short 6.2	overhead simple	0			0		0
interactive short 6.2	overhead	0			0		0
interactive short 6.3	baseline	0			0		0
interactive short 6.3	cardinality once void simple	0			0		0
interactive short 6.3	cardinality once void	0			0		0
interactive short 6.3	cardinality once	0			0		0
interactive short 6.3	cardinality unlimited void simple	0			0		0
interactive short 6.3	cardinality unlimited void	0			0		0
interactive short 6.3	cardinality unlimited	0			0		0
interactive short 6.3	overhead simple	0			0		0
interactive short 6.3	overhead	0			0		0
interactive short 6.4	baseline	0			0		0
interactive short 6.4	cardinality once void simple	0			0		0
interactive short 6.4	cardinality once void	0			0		0
interactive short 6.4	cardinality once	0			0		0
interactive short 6.4	cardinality unlimited void simple	0			0		0
interactive short 6.4	cardinality unlimited void	0			0		0
interactive short 6.4	cardinality unlimited	0			0		0
interactive short 6.4	overhead simple	0			0		0
interactive short 6.4	overhead	0			0		0
interactive short 7.0	baseline	0			0		0
interactive short 7.0	cardinality once void simple	0			0		0
interactive short 7.0	cardinality once void	0			0		0
interactive short 7.0	cardinality once	0			0		0
interactive short 7.0	cardinality unlimited void simple	0			0		0
interactive short 7.0	cardinality unlimited void	0			0		0
interactive short 7.0	cardinality unlimited	0			0		0
interactive short 7.0	overhead simple	0			0		0
interactive short 7.0	overhead	0			0		0
interactive short 7.1	baseline	0			0		0
interactive short 7.1	cardinality once void simple	0			0		0
interactive short 7.1	cardinality once void	0			0		0
interactive short 7.1	cardinality once	0			0		0
interactive short 7.1	cardinality unlimited void simple	0			0		0
interactive short 7.1	cardinality unlimited void	0			0		0
interactive short 7.1	cardinality unlimited	0			0		0
interactive short 7.1	overhead simple	0			0		0
interactive short 7.1	overhead	0			0		0
interactive short 7.2	baseline	0			0		0
interactive short 7.2	cardinality once void simple	0			0		0
interactive short 7.2	cardinality once void	0			0		0
interactive short 7.2	cardinality once	0			0		0
interactive short 7.2	cardinality unlimited void simple	0			0		0
interactive short 7.2	cardinality unlimited void	0			0		0
interactive short 7.2	cardinality unlimited	0			0		0
interactive short 7.2	overhead simple	0			0		0
interactive short 7.2	overhead	0			0		0
interactive short 7.3	baseline	0			0		0
interactive short 7.3	cardinality once void simple	0			0		0
interactive short 7.3	cardinality once void	0			0		0
interactive short 7.3	cardinality once	0			0		0
interactive short 7.3	cardinality unlimited void simple	0			0		0
interactive short 7.3	cardinality unlimited void	0			0		0
interactive short 7.3	cardinality unlimited	0			0		0
interactive short 7.3	overhead simple	0			0		0
interactive short 7.3	overhead	0			0		0
interactive short 7.4	baseline	0			0		0
interactive short 7.4	cardinality once void simple	0			0		0
interactive short 7.4	cardinality once void	0			0		0
interactive short 7.4	cardinality once	0			0		0
interactive short 7.4	cardinality unlimited void simple	0			0		0
interactive short 7.4	cardinality unlimited void	0			0		0
interactive short 7.4	cardinality unlimited	0			0		0
interactive short 7.4	overhead simple	0			0		0
interactive short 7.4	overhead	0			0		0
